Date,AAPL,AMZN,DOW,G,INTC,INTU,NVDA,RS,SAM,SNP500
13/04/2018,174.779999,1449.140015,24582.82031,50.18,53.060001,174.660004,237.169998,87.760002,49420,2676.899902
16/04/2018,175.029999,1445,24483.15039,49.5,52.290001,173.350006,231.770004,87.290001,50320,2670.100098
17/04/2018,176.490005,1462.300049,24681.78906,47.200001,52.91,176.610001,233.600006,88.279999,49100,2692.73999
18/04/2018,177.809998,1514.650024,24820.84961,48.57,53.52,181.130005,235.5,89.550003,48700,2710.110107
19/04/2018,173.759995,1543.219971,24711.30078,50.16,52.950001,180.759995,231.75,89.220001,49080,2701.159912
20/04/2018,170.600006,1561.199951,24657.39063,50.18,52.169998,178.330002,228.690002,90.5,49000,2692.560059
23/04/2018,166.830002,1546.689941,24488.07031,51.790001,51.689999,179.100006,229.429993,89.32,47880,2675.399902
24/04/2018,165.669998,1535.800049,24579.93945,51.27,51.869999,181.190002,224.919998,89.260002,48160,2680.800049
25/04/2018,162.619995,1458,24070.19922,51.860001,51.860001,178.169998,220,87.230003,47400,2634.919922
26/04/2018,164.119995,1485.01001,24128.7207,52.52,52.259998,180.779999,223.199997,92.5,48000,2651.649902
27/04/2018,164,1634.01001,24342.14063,52.060001,55.439999,185.449997,229.5,92.809998,48260,2675.469971
30/04/2018,162.130005,1582.5,24410.41016,52.23,52.560001,187.199997,226.990005,89.650002,48540,2682.51001
01/05/2018,166.410004,1563.219971,24117.28906,51.169998,51.639999,184.820007,224.570007,87.18,49900,2642.959961
02/05/2018,175.229996,1580.97998,24097.63086,50.740002,53.09,187.179993,227,87.93,49440,2654.23999
03/05/2018,175.880005,1560.01001,23836.23047,50.880001,51.889999,184.899994,227.600006,87.440002,49600,2628.080078
04/05/2018,178.25,1562.449951,23865.2207,51.549999,51.619999,185.979996,231.830002,88.300003,50320,2621.449951
07/05/2018,185.179993,1589.339966,24317.66016,50.740002,52.860001,190.529999,243.289993,90.400002,50240,2680.340088
08/05/2018,184.990005,1595,24341.34961,50.59,53.290001,188.279999,248.690002,91.059998,51000,2670.26001
09/05/2018,186.550003,1600,24399.17969,50.740002,53.759998,190.649994,251.210007,92.059998,52000,2678.120117
10/05/2018,187.740005,1608.47998,24591.66016,53.009998,54.549999,194.539993,257.920013,91.290001,51800,2705.02002
11/05/2018,189.490005,1610.98999,24758.64063,50.5,54.619999,194.190002,252.779999,92.470001,51000,2722.699951
14/05/2018,189.009995,1604,24879.36914,49.98,54.77,194.630005,256.070007,92.059998,51840,2738.469971
15/05/2018,186.779999,1587.800049,24809.55078,51.689999,54.580002,190.470001,252.789993,91.120003,49220,2718.590088
16/05/2018,186.070007,1577.5,24722.32031,49,54.169998,190.380005,244,92.699997,50420,2712.620117
17/05/2018,188,1580.560059,24752.40039,48.099998,54.549999,189.809998,246.080002,93.690002,53380,2719.709961
18/05/2018,187.190002,1581.329956,24707.7207,50.009998,54.529999,189.279999,249.809998,95.25,53000,2717.350098
21/05/2018,188,1585,24883.06055,49.790001,54.360001,192.210007,249.880005,96.449997,53000,2735.389893
22/05/2018,188.380005,1589.890015,25047.55078,49.16,54.73,192.580002,244.779999,94.889999,53000,2738.340088
23/05/2018,186.350006,1571.050049,24757.71094,51.119999,54,187.259995,240.279999,93.769997,53000,2713.97998
24/05/2018,188.770004,1598.030029,24877.35938,50.990002,55.18,195.5,247.389999,93.470001,52600,2730.939941
25/05/2018,188.229996,1603,24781.28906,51.490002,54.799999,197.179993,248.199997,93.620003,52600,2723.600098
29/05/2018,187.600006,1600.709961,24606.58984,53.060001,55.119999,195.669998,248.550003,91.919998,51700,2705.110107
30/05/2018,187.720001,1618.099976,24467.83008,52.290001,55.889999,198.050003,249.949997,93.510002,52000,2702.429932
31/05/2018,187.220001,1623,24620.78906,52.91,55.669998,200.899994,251.699997,95.690002,51000,2720.97998
01/06/2018,187.990005,1637.030029,24542.08984,53.52,55.84,202.279999,254,94.860001,50200,2718.699951
04/06/2018,191.639999,1648.900024,24727.55078,52.950001,57.009998,204.229996,259,94.25,49200,2741.669922
05/06/2018,193.070007,1672.98999,24820.11914,52.169998,56.900002,207.25,264.980011,94.900002,50300,2748.459961
06/06/2018,193.630005,1704.51001,24854.14063,51.689999,56.529999,208.289993,261.429993,96.050003,49900,2753.25
07/06/2018,194.139999,1698.560059,25192.14063,51.869999,56.919998,209.369995,265,96.449997,49650,2774.840088
08/06/2018,191.169998,1681.119995,25209.28906,51.860001,55.560001,206.100006,259.959991,95.730003,50600,2765.840088
11/06/2018,191.350006,1681.51001,25336.66992,52.259998,54.799999,206.729996,261.769989,95.790001,52000,2780.179932
12/06/2018,191.389999,1693,25346.82031,55.439999,54.869999,206.789993,261.690002,95.970001,51000,2785.600098
13/06/2018,192.419998,1702.810059,25328.65039,52.560001,54.98,207.270004,262.640015,95.440002,52500,2787.939941
14/06/2018,191.550003,1713.47998,25254.65039,51.639999,55.450001,208.830002,264.220001,95.879997,52200,2783.209961
15/06/2018,190.029999,1714,25116.71094,53.09,55.169998,208.639999,264.600006,95.860001,51300,2777.780029
18/06/2018,187.880005,1706.26001,24944.2793,51.889999,54.299999,207.679993,263.480011,93.040001,50400,2765.790039
19/06/2018,185.139999,1709.040039,24763.58984,51.619999,52.139999,209.820007,260.920013,92.5,50500,2752.01001
20/06/2018,186.350006,1742.5,24771.16992,52.860001,53.189999,210.850006,261.829987,92.75,50800,2769.72998
21/06/2018,187.25,1760,24639.21094,53.290001,54.380001,214.25,263.600006,92.650002,51100,2769.280029
22/06/2018,186.119995,1742.619995,24526.9707,53.759998,52.619999,209.770004,257.950012,92.57,51800,2760.790039
25/06/2018,183.399994,1702.51001,24463.73047,54.549999,51.169998,204.869995,246.649994,92.860001,50200,2742.939941
26/06/2018,182.990005,1672.369995,24281.89063,54.619999,49.950001,201.940002,243.699997,89.93,49750,2722.120117
27/06/2018,185.229996,1708.109985,24303.10938,54.77,49.34,202.429993,243.75,90.349998,49700,2728.449951
28/06/2018,184.100006,1672.540039,24064.18945,54.580002,48.580002,198.449997,235.320007,88.25,49000,2698.689941
29/06/2018,186.289993,1717,24323.92969,54.169998,49.529999,204.360001,243.490005,88.540001,48500,2727.129883
02/07/2018,183.820007,1682.699951,24161.5293,54.549999,49.040001,203.009995,234.089996,86.589996,47600,2704.949951
03/07/2018,187.789993,1723.959961,24359.39063,54.529999,50.580002,206.949997,243.639999,88.349998,47200,2733.27002
05/07/2018,185.259995,1705.380005,24285.82031,54.360001,49.98,206.550003,239.070007,88.050003,47450,2724.189941
06/07/2018,185.419998,1696,24352.4707,54.73,50.77,205.679993,241.740005,87.839996,47900,2737.679932
09/07/2018,189.5,1724.050049,24519.19922,54,51.639999,209.220001,250.330002,89.220001,47000,2775.620117
10/07/2018,190.710007,1738.530029,24806.9707,55.18,52.099998,208.130005,249.75,91.43,47050,2788.560059
11/07/2018,188.5,1737.98999,24789.48047,54.799999,51.689999,207.600006,249.5,90,45900,2779.820068
12/07/2018,189.529999,1764.51001,24802.90039,55.119999,52.049999,210.699997,249.360001,90.379997,47450,2783.139893
13/07/2018,191.080002,1803.930054,24926.07031,55.889999,52.400002,213.919998,251.979996,89.540001,46850,2796.929932
16/07/2018,191.520004,1821.949951,25025.58008,55.669998,52.150002,213.550003,248.199997,90.160004,46250,2797.360107
17/07/2018,189.75,1811.560059,25033.91992,55.84,51.049999,213.539993,246.210007,89.870003,46500,2789.340088
18/07/2018,191.779999,1848,25133.78906,57.009998,51.869999,216,253.389999,90.900002,45750,2811.350098
19/07/2018,189.690002,1829.459961,25139.15039,56.900002,51.599998,217.509995,250.940002,91.860001,46700,2809.370117
20/07/2018,191.779999,1825.01001,25041.14063,56.529999,51.830002,216.039993,251.929993,90.949997,46100,2804.550049
23/07/2018,190.679993,1812.209961,25036.90039,56.919998,51.77,215.289993,249.820007,91.279999,45500,2799.169922
24/07/2018,192.449997,1829.01001,25092.42969,55.560001,52.759998,218.149994,251.350006,93.050003,45500,2820.679932
25/07/2018,193.059998,1829.300049,25183.69922,54.799999,52.209999,216,249.089996,92.620003,46200,2817.72998
26/07/2018,194.610001,1839,25468.55078,54.869999,52.450001,217.610001,251.059998,93.269997,46400,2835.48999
27/07/2018,194.990005,1876.050049,25520.51953,54.98,48.759998,217.5,256.320007,92.650002,45900,2842.350098
30/07/2018,191.899994,1827.329956,25439.32031,55.450001,47.630001,208.059998,252.589996,91.190002,45800,2819
31/07/2018,190.300003,1786.48999,25345.21094,55.169998,48.240002,204.199997,243.710007,90.830002,46800,2809.72998
01/08/2018,199.130005,1784,25461.63086,54.299999,48.060001,203.910004,246.130005,90.300003,46150,2821.169922
02/08/2018,200.580002,1788.77002,25256.44922,52.139999,48.5,202.699997,243.589996,88.849998,46700,2800.47998
03/08/2018,207.029999,1837.73999,25360.36914,53.189999,49.5,206.789993,251.610001,88.849998,47050,2829.620117
06/08/2018,208,1825.810059,25437.42969,54.380001,48.77,204.539993,251.589996,89.160004,47000,2840.290039
07/08/2018,209.320007,1854.530029,25551.65039,52.619999,49.43,207.740005,256,91.209999,47100,2855.919922
08/08/2018,206.050003,1861,25615.7207,51.169998,49.599998,209.699997,257,90.709999,46350,2856.790039
09/08/2018,209.529999,1882,25589.78906,49.950001,49.860001,212.610001,259.140015,90.470001,46250,2857.189941
10/08/2018,207.360001,1888.51001,25401.18945,49.34,48.509998,209.589996,253.149994,88.57,46100,2838.899902
13/08/2018,209.309998,1898.5,25327.18945,48.580002,48.919998,211.389999,255.139999,88.790001,46450,2835.459961
14/08/2018,210.160004,1919.390015,25215.68945,49.529999,48.669998,210,260.380005,88.029999,46550,2827.879883
15/08/2018,209.220001,1909.550049,25235.36914,49.040001,47.779999,209.509995,262.269989,86.519997,46200,2827.949951
16/08/2018,211.75,1903.939941,25294.9707,50.580002,47.75,210.690002,261.899994,86.290001,46050,2831.439941
17/08/2018,213.440002,1885.800049,25550.80078,49.98,47,209.050003,252.940002,87.300003,46550,2838.320068
20/08/2018,218.100006,1890.569946,25727.69922,50.77,47.049999,208.820007,243.179993,89.080002,45850,2853.929932
21/08/2018,216.800003,1880,25786.99023,51.639999,46.66,208.410004,248.5,89.529999,46150,2861.51001
22/08/2018,214.100006,1876.640015,25825.06055,52.099998,47.25,209.009995,252,90.650002,46300,2860.98999
23/08/2018,214.649994,1907.170044,25714.85938,51.689999,46.860001,210.309998,261.26001,89.129997,47000,2860.290039
24/08/2018,216.600006,1910.51001,25688.58008,52.049999,47.290001,212.850006,267.179993,88.5,47000,2862.350098
27/08/2018,217.149994,1915,25882.71094,52.400002,48,216.639999,273.420013,88.150002,46150,2884.689941
28/08/2018,219.009995,1937.72998,26092.69922,52.150002,48.549999,212.320007,275.660004,89.43,44950,2901.449951
29/08/2018,220.149994,1953.449951,26082.5293,51.049999,48.700001,215.600006,273.920013,88.660004,44850,2900.620117
30/08/2018,223.25,1997.420044,26099.00977,51.869999,48.52,217.169998,277.230011,88.650002,43800,2908.939941
31/08/2018,226.509995,2007,25964.84961,51.599998,47.959999,217.970001,277,87.25,44050,2898.370117
04/09/2018,228.410004,2026.5,25916.07031,51.830002,48.380001,219.940002,280.149994,87,43500,2896.959961
05/09/2018,228.990005,2038.109985,25919.83984,51.77,47.75,220.600006,282.98999,86.900002,43700,2891.590088
06/09/2018,226.229996,2006.51001,25973.01953,52.759998,47.759998,218.410004,277.76001,88.220001,45150,2888.639893
07/09/2018,221.850006,1938.709961,25951.01953,52.209999,46.91,218.279999,269,85.879997,46150,2868.26001
10/09/2018,220.949997,1971,25991.91016,52.450001,46.560001,220.619995,272.769989,85.400002,45900,2881.389893
11/09/2018,218.009995,1928.27002,25841.14063,48.759998,46,224.110001,272.859985,84.169998,46100,2871.570068
12/09/2018,224.940002,1994,25989.07031,47.630001,44.560001,226.210007,271.190002,85.629997,46800,2888.290039
13/09/2018,223.520004,2000,26083.93945,48.240002,45.68,226.339996,270.859985,87.07,46750,2896.850098
14/09/2018,225.75,1992.930054,26169.56055,48.060001,45.779999,228.729996,274.98999,86.040001,46950,2906.379883
17/09/2018,222.149994,1954.72998,26151.66016,48.5,45.290001,227.509995,275.399994,85.459999,47100,2903.830078
18/09/2018,217.789993,1918.650024,26076.21094,49.5,45.580002,225.789993,274.089996,85.949997,48200,2890.73999
19/09/2018,218.5,1940.5,26287.83984,48.77,46.09,227.759995,270.269989,86.860001,47550,2906.600098
20/09/2018,220.240005,1938.579956,26519.39063,49.43,46.779999,222.020004,267.049988,89.010002,47300,2919.72998
21/09/2018,220.779999,1954.219971,26726.25,49.599998,47.119999,222.509995,266.76001,87.849998,46200,2936.76001
24/09/2018,216.820007,1903.790039,26705.25,49.860001,46.310001,219.479996,262.200012,86.110001,44500,2921.830078
25/09/2018,219.75,1942.900024,26601.58008,48.509998,46.220001,219,268.369995,86.160004,45450,2921.75
26/09/2018,221,1968.5,26536.85938,48.919998,46.040001,222.649994,268.609985,86.18,45550,2916.97998
27/09/2018,223.820007,1993.23999,26418.26953,48.669998,45.91,222.679993,268.339996,85.059998,44900,2911.649902
28/09/2018,224.789993,2004.410034,26407.66016,47.779999,45.619999,223.889999,272.730011,84.669998,44550,2910.030029
01/10/2018,227.949997,2021.98999,26598.35938,47.75,46.790001,228.850006,284.160004,85.879997,45000,2926.290039
02/10/2018,227.25,1999.98999,26648.91016,47,47.509998,227.869995,288.25,84.190002,45550,2923.800049
03/10/2018,230.050003,1981.699951,26833.4707,47.049999,48.619999,230,289.320007,85.82,44950,2931.689941
04/10/2018,230.779999,1949,26784.08008,46.66,48.84,230.270004,285.269989,85.989998,46000,2919.350098
05/10/2018,227.960007,1917.98999,26632.76953,47.25,48.23,225.039993,278.290009,84.589996,46850,2902.540039
08/10/2018,222.210007,1874,26399.44922,46.860001,46.959999,222.419998,266.5,83.68,46550,2877.530029
09/10/2018,223.639999,1859.98999,26469.18945,47.290001,47.18,218.800003,264.940002,84.93,46950,2882.51001
10/10/2018,225.460007,1857.890015,26441.73047,48,46.060001,219.5,261.26001,84.089996,47250,2873.899902
11/10/2018,214.520004,1724,25518.39063,48.549999,45.150002,204.639999,242.169998,82,46450,2776.870117
12/10/2018,220.419998,1808,25407.63086,48.700001,45.27,208.190002,245.509995,82.739998,46450,2770.540039
15/10/2018,221.160004,1795,25332.46094,48.52,44.630001,211.690002,246,81.510002,45150,2763.830078
16/10/2018,218.929993,1783.5,25351.5293,47.959999,44.900002,211.630005,239.929993,82.169998,44800,2767.050049
17/10/2018,222.300003,1842.790039,25705.86914,48.380001,46,215.440002,248.339996,82.309998,44200,2811.669922
18/10/2018,217.860001,1821.48999,25645.56055,47.75,45.650002,217.440002,245.860001,82.900002,45250,2802
19/10/2018,218.059998,1785.160034,25421.08984,47.759998,45.02,214.970001,241.759995,81.75,44000,2775.659912
22/10/2018,219.789993,1784,25492.14063,46.91,44.5,212.020004,231.279999,80.129997,43200,2773.939941
23/10/2018,215.830002,1742.23999,25038.46094,46.560001,44.18,209.529999,220.429993,79.949997,44050,2721.030029
24/10/2018,222.600006,1773.699951,25172.88086,46,44.16,208.229996,219.509995,79.739998,43700,2737.870117
25/10/2018,217.710007,1703.339966,24736.53906,44.560001,43.540001,204.320007,195.470001,75.980003,44150,2674.879883
26/10/2018,215.899994,1649.589966,24770.25,45.68,45.59,200.970001,198.309998,76.290001,43950,2667.860107
29/10/2018,219.190002,1660,24818.98047,45.779999,46.5,206.350006,203.990005,77.330002,43900,2682.649902
30/10/2018,211.149994,1486.160034,24482.03906,45.290001,45.529999,200.880005,186.550003,75.290001,43450,2640.679932
31/10/2018,216.880005,1569.98999,25008.82031,45.580002,48.290001,205.389999,209.649994,77.730003,43300,2705.600098
01/11/2018,219.050003,1623.530029,25142.08008,46.09,46.950001,210.809998,212.300003,79.629997,43050,2717.580078
02/11/2018,209.550003,1678.589966,25443.59961,46.779999,48.130001,212.949997,217.729996,81.910004,40600,2745.449951
05/11/2018,204.300003,1657.569946,25261.4707,47.119999,47.34,213.940002,214.389999,82.449997,41100,2726.370117
06/11/2018,201.919998,1618.349976,25452.83008,46.310001,47.799999,213.820007,211.449997,82.019997,40850,2738.399902
07/11/2018,205.970001,1673,25788.46094,46.220001,47.630001,215.690002,213.75,83.269997,41400,2774.129883
08/11/2018,209.979996,1755,26139.58984,46.040001,48.490002,220.710007,211.399994,82.75,42900,2806.379883
09/11/2018,205.550003,1732.5,26149.10938,45.91,48.790001,222.889999,202.399994,81.080002,42450,2794.100098
12/11/2018,199,1698.23999,25959.33008,45.619999,47.709999,221.479996,201.979996,81.110001,43050,2773.929932
13/11/2018,191.630005,1649.290039,25321.21094,46.790001,46.990002,213.929993,193.490005,81.019997,43750,2730.050049
14/11/2018,193.899994,1656.319946,25388.08008,47.509998,47.849998,214.869995,206.300003,81.449997,43750,2737.899902
15/11/2018,188.389999,1581.01001,25061.48047,48.619999,47.009998,208.789993,196.949997,80.18,43600,2693.52002
16/11/2018,190.5,1587.5,25242.34961,48.84,47.77,213.009995,163.320007,81.129997,44900,2718.540039
19/11/2018,190,1577.01001,25392.60938,48.23,48.610001,210.050003,161.789993,81.470001,44450,2730.73999
20/11/2018,178.369995,1437.5,24618.67969,46.959999,47.400002,197.610001,134.059998,78.980003,43850,2654.600098
21/11/2018,179.729996,1542.98999,24541.65039,47.18,47.849998,198.350006,154.619995,79.559998,43900,2657.73999
23/11/2018,174.940002,1517,24336.40039,46.060001,46.689999,195.619995,143.309998,78.510002,44500,2633.360107
26/11/2018,174.240005,1539,24364.13086,45.150002,47.27,202.070007,149.889999,79.519997,null,2649.969971
27/11/2018,171.509995,1575.98999,24557.01953,45.27,46.939999,199.699997,152,78.5,44600,2663.75
28/11/2018,176.729996,1613.920044,24832.83984,44.630001,47.939999,199.320007,158.479996,77.440002,44050,2691.449951
29/11/2018,182.660004,1674.98999,25343.65039,44.900002,48.490002,206.960007,160,79.870003,42450,2736.969971
30/11/2018,180.289993,1679.5,25307.14063,46,47.950001,210.410004,157.75,79.440002,41800,2737.76001
03/12/2018,184.460007,1769.459961,25779.57031,45.650002,50,217.720001,172.600006,82.279999,42000,2790.5
04/12/2018,180.949997,1756,25752.56055,45.02,49.52,212.660004,168.240005,80.809998,42450,2782.429932
06/12/2018,171.759995,1614.869995,24737.41992,44.5,46.799999,203.199997,151.440002,76.349998,42150,2663.51001
07/12/2018,173.490005,1705.069946,24918.82031,44.18,47.939999,210.210007,158.460007,78.309998,42900,2691.26001
10/12/2018,165,1623.839966,24360.94922,44.16,46.279999,202.960007,145.800003,75.800003,42800,2630.860107
11/12/2018,171.660004,1678,24719.91016,43.540001,47.900002,210,155.559998,76.589996,43850,2664.439941
12/12/2018,170.399994,1669,24509.08984,45.59,48.580002,210.110001,148.419998,76,43450,2658.22998
13/12/2018,170.490005,1680,24575.85938,46.5,48.259998,206.860001,150.789993,76.339996,42750,2658.699951
14/12/2018,169,1638,24408.03906,45.529999,47.889999,205.479996,147.210007,73.940002,42650,2629.679932
17/12/2018,165.449997,1566,23986.83008,48.290001,47.860001,200.289993,145.240005,74.160004,40900,2590.75
18/12/2018,165.380005,1540,23769.13086,46.950001,47.470001,199.029999,145.350006,73.610001,40600,2559.899902
19/12/2018,166,1543.050049,23693.33008,48.130001,47.490002,198.570007,145.580002,73.970001,40900,2547.050049
20/12/2018,160.399994,1484,23224.11914,47.34,45.41,194.490005,138.169998,72.18,40450,2496.77002
21/12/2018,156.860001,1464.98999,22871.74023,47.799999,45.75,192.779999,136.169998,71.349998,40600,2465.379883
24/12/2018,148.149994,1346,22317.2793,47.630001,44.630001,185,126.489998,70.459999,40250,2400.560059
26/12/2018,148.300003,1368.890015,21857.73047,48.490002,44,184.130005,128.940002,69.660004,40650,2363.120117
27/12/2018,155.839996,1454.199951,22629.06055,48.790001,45.619999,189.559998,130.990005,70.550003,40200,2442.5
28/12/2018,157.5,1473.349976,23213.60938,47.709999,46.509998,197.740005,132,72.019997,38650,2498.77002
31/12/2018,158.529999,1510.800049,23153.93945,46.990002,47.09,197.369995,135.399994,71.480003,38300,2498.939941
02/01/2019,154.889999,1465.199951,23058.60938,47.849998,45.959999,191.5,130.639999,69.800003,38900,2476.959961
03/01/2019,143.979996,1520.01001,23176.39063,47.009998,46.150002,191.25,133.789993,71.110001,38600,2491.919922
04/01/2019,144.529999,1530,22894.91992,47.77,45.84,191.809998,130.940002,71.260002,38200,2474.330078
07/01/2019,148.699997,1602.310059,23474.25977,48.610001,47.099998,195.330002,138.5,73.230003,38500,2535.610107
08/01/2019,149.559998,1664.689941,23680.32031,47.400002,47.799999,200.830002,146.690002,73.220001,38400,2568.110107
09/01/2019,151.289993,1652.97998,23844.26953,47.849998,47.959999,204.059998,141.899994,76.129997,38700,2580
10/01/2019,152.5,1641.01001,23811.10938,46.689999,47.75,201.75,141.800003,74.769997,38250,2573.51001
11/01/2019,152.880005,1640.550049,23940.00977,47.27,48.099998,205.440002,144.330002,75.809998,39400,2588.110107
14/01/2019,150.850006,1615,23880.5293,46.939999,48.459999,203.75,146.720001,75.739998,38300,2580.310059
15/01/2019,150.270004,1632,23914.10938,47.939999,48.709999,205.380005,151.759995,76.459999,37450,2585.100098
16/01/2019,153.080002,1684.219971,24139.91016,48.490002,48.599998,210.990005,150.970001,75.400002,38000,2614.75
17/01/2019,154.199997,1680,24147.08984,47.950001,48,208.509995,147.509995,75.839996,38000,2609.280029
18/01/2019,157.5,1712,24534.18945,50,49.110001,214.179993,153.729996,77.790001,38650,2651.27002
22/01/2019,156.410004,1681,24607.75977,49.52,48.959999,212.839996,155.710007,77.5,40000,2657.879883
23/01/2019,154.149994,1656,24577.25,46.799999,48.41,213,151,77.779999,40350,2643.47998
24/01/2019,154.110001,1641.069946,24579.96094,47.939999,48.700001,212.339996,152.699997,76.279999,40450,2638.840088
25/01/2019,155.479996,1670.5,24687.21094,46.279999,46.849998,214.600006,155.440002,77.809998,40050,2657.439941
28/01/2019,155.789993,1643.589966,24596.98047,47.900002,46.130001,212.830002,136.550003,77.730003,41150,2644.969971
29/01/2019,156.25,1631.27002,24519.61914,48.580002,46.779999,211.210007,136.149994,79.360001,41700,2644.889893
30/01/2019,163.25,1623,24826.51953,48.259998,46.68,209.720001,134.669998,80.879997,42000,2653.620117
31/01/2019,166.110001,1692.849976,24954.48047,47.889999,46.700001,213.600006,137.259995,80.43,42700,2685.48999
01/02/2019,166.960007,1638.880005,25025.31055,47.860001,47.060001,215.740005,144.5,82.379997,42750,2702.320068
04/02/2019,167.410004,1623,25062.11914,47.470001,48.619999,216.880005,145.369995,82.389999,41350,2706.48999
05/02/2019,172.860001,1643.339966,25287.92969,47.490002,49.18,221.429993,149.660004,83.029999,43050,2728.340088
06/02/2019,174.649994,1670.75,25371.57031,45.41,49.950001,224.149994,151.289993,82.779999,44300,2735.050049
07/02/2019,172.399994,1625,25265.81055,45.75,49.5,222.160004,151.130005,82.75,45000,2717.530029
08/02/2019,168.990005,1586,25042.35938,44.630001,48.77,219.309998,144.710007,81.760002,45050,2692.360107
11/02/2019,171.050003,1600.97998,25142.81055,44,49.02,226.830002,146.389999,82.099998,44800,2712.399902
12/02/2019,170.100006,1604,25152.0293,45.619999,49.360001,227.580002,148,82.790001,46650,2722.610107
13/02/2019,171.389999,1647,25480.85938,46.509998,50.130001,230,152.360001,84.720001,46650,2750.300049
14/02/2019,169.710007,1624.5,25460.65039,47.09,50.41,227.649994,152.839996,83.529999,46800,2743.5
15/02/2019,171.25,1627.859985,25564.63086,45.959999,51.25,233.339996,162.949997,84.550003,45700,2760.23999
19/02/2019,169.710007,1601,25849.84961,46.150002,51.349998,233.360001,156.910004,83.809998,44500,2769.280029
20/02/2019,171.190002,1630,25872.25977,45.84,51.630001,235.740005,157.820007,85,44650,2779.050049
21/02/2019,171.800003,1619.849976,25922.41016,47.099998,51.32,235.029999,159.059998,88.139999,46400,2780.23999
22/02/2019,171.580002,1623.5,25906.26953,47.799999,52.700001,236.720001,157.860001,90.440002,46600,2780.669922
25/02/2019,174.160004,1641.449951,26126.15039,47.959999,53.060001,247.100006,162.559998,89.949997,46750,2804.350098
26/02/2019,173.710007,1625.97998,26051.60938,47.75,53.009998,246.300003,158.5,90.550003,46500,2792.360107
27/02/2019,173.210007,1628.180054,25995.59961,48.099998,52.759998,247.550003,156.520004,90.150002,45850,2787.5
28/02/2019,174.320007,1635.25,25984.2793,48.459999,52.919998,249.350006,155,90.169998,46750,2788.110107
01/03/2019,174.279999,1655.130005,26019.66992,48.709999,53.439999,250,156.270004,89.730003,46500,2798.219971
04/03/2019,175.690002,1685,26122.18945,48.599998,53.75,250.679993,158,89.440002,46500,2814.370117
05/03/2019,175.940002,1702.949951,25829.07031,48,53.849998,248.190002,156.149994,89.610001,47400,2794.409912
06/03/2019,174.669998,1695.969971,25818.75977,49.110001,53.630001,247.339996,156.160004,89.489998,47350,2790.27002
07/03/2019,173.869995,1667.369995,25645.44922,48.959999,52.77,246.169998,151.100006,87.980003,47000,2766.530029
08/03/2019,170.320007,1604.01001,25347.38086,48.41,51.970001,242.820007,145.660004,86.709999,46400,2730.790039
11/03/2019,175.490005,1626.119995,25208,48.700001,52.880001,247.460007,151.589996,86.690002,46000,2747.610107
12/03/2019,180,1669,25600.30078,46.849998,53.34,249.759995,162.259995,88.190002,44600,2787.340088
13/03/2019,182.25,1683,25637.23047,46.130001,54,251.089996,164.029999,88.910004,44000,2799.780029
14/03/2019,183.899994,1691.199951,25692.31055,46.779999,54.299999,252.960007,168.990005,87.699997,43400,2810.379883
15/03/2019,184.850006,1703,25720.96094,46.68,53.68,256.5,167.300003,87.160004,44450,2810.790039
18/03/2019,185.800003,1712.699951,25801.88086,46.700001,54.419998,258.25,171.080002,87.980003,44400,2822.610107
19/03/2019,188.350006,1753.51001,25987.86914,47.060001,54.470001,258.619995,172.759995,89.07,44300,2840.76001
20/03/2019,186.229996,1769.939941,25867.78906,48.619999,54.060001,256.179993,176.880005,88.93,44250,2831.340088
21/03/2019,190.020004,1796.26001,25688.43945,49.18,53.919998,254.630005,175.330002,88.25,43700,2819.719971
22/03/2019,195.339996,1810.170044,25844.65039,49.950001,54.400002,258.359985,182.839996,89.480003,43800,2844.52002
25/03/2019,191.509995,1757.790039,25490.7207,49.5,52.970001,252.360001,175.860001,87.370003,43950,2796.01001
26/03/2019,191.660004,1793,25649.56055,48.77,53.32,255.660004,179.490005,88.889999,43750,2812.659912
27/03/2019,188.75,1784.130005,25676.33984,49.02,53.59,257.720001,177.899994,88.580002,43800,2819.719971
28/03/2019,188.949997,1770,25693.32031,49.360001,53.25,256.549988,177.550003,89.389999,44600,2809.399902
29/03/2019,189.830002,1786.579956,25827.31055,50.130001,53.799999,260.23999,179.940002,89.900002,46850,2828.27002
01/04/2019,191.639999,1800.109985,26075.09961,50.41,54.34,264.519989,183.259995,91.25,45300,2848.629883
02/04/2019,191.089996,1811.02002,26213.55078,51.25,54.529999,269.130005,183.25,92.440002,45500,2868.23999
03/04/2019,193.25,1826.719971,26238.0293,51.349998,55.029999,270.230011,185,93.029999,44750,2876.090088
04/04/2019,194.789993,1820.650024,26213.41992,51.630001,55.27,269.350006,188,93.139999,44950,2873.98999
05/04/2019,196.449997,1829,26427.56055,51.32,55.75,263.420013,190,94.230003,44500,2884.159912
08/04/2019,196.419998,1833.22998,26312.66992,52.700001,55.279999,261.799988,189.720001,94.25,45200,2888.459961
09/04/2019,200.320007,1845.48999,26243.53906,53.060001,55.349998,258.420013,190.440002,92.879997,45550,2886.580078
10/04/2019,198.679993,1841,26173.71094,53.009998,55.32,259.920013,189.229996,91.699997,46750,2881.370117
11/04/2019,200.850006,1848.699951,26188.21094,52.759998,55.759998,260.73999,192.199997,91.279999,46150,2891.919922
